tg_id,tg_user_name,group_link,message_link,text_message
6777117009,TuSiA72,https://t.me/Baraholka_Phuket_ru,https://t.me/Baraholka_Phuket_ru/92433,"Всем привет!
Если Вам хочется отведать чего-нибудь домашнего  и по настоящему вкусного, то скорее пишите мне и заказывайте!
В меню самые вкусные и нежные блинчики с начинками  и без. 😍
Хрустящие, сочные чебуреки 
Пироги и пирожки с различными начинками 
Квашеная капуста, солёные помидорчики и огурчики. 
Домашний свежий творожок. 
Так же к заказу доступны любые блюда славянской кухни (салаты ,супы, вторые блюда)
Для заказа пишите в W/app +79145483238

💬 Контакт: Natalia Natalia (@TuSiA72)"
7074343286,realestatephuketisland,https://t.me/Baraholka_Phuket_ru,https://t.me/Baraholka_Phuket_ru/92460,"🏄‍♀️ Продаётся студия рядом с пляжем Сурин, идеально подходит под получение дохода от аренды!

Цена: ฿2 900 000,00 (₽7 000 000, $79 250*)

Площадь: 27м/кв. Этаж: 6

Расположение:
https://maps.app.goo.gl/hH2jpwhH63qywxKEA 🗺                       

🏝Вблизи пляж Сурин (10 минут пешком)

🏞Форма владения - лизхолд 

Основные преимущества:

✅ Популярный район на Пхукете 
✅ Пляж в пешей доступности
✅ Комфортный комплекс      

🪩На территории: ресепшен, фитнес-центр, бассейны, бесплатная частная парковка, круглосуточная  охрана (вход по электронным картам), сад, терраса

🏝Студия оборудована всем необходимым для комфортного проживания 2 - 3 -ех человек

💰Позвоните и я организую онлайн показ. Квартиру можно приобрести дистанционно. Помогу сдать в аренду и управлять квартирой 

🪩Есть другие варианты по острову. Напишите или позвоните чтобы узнать подробности

Для консультации по квартире и записи на просмотр (возможен онлайн показ), обращайтесь:

📞 +66990927448

* уточняйте цены (₽ и $) на текущую дату."
7074343286,realestatephuketisland,https://t.me/phuket_buy_sell,https://t.me/phuket_buy_sell/231878,"🫧 Новый кондо в уникальном проекте!

Цена: ฿5 100 000 (₽11 990 000, $141 000*) есть рассрочка.

Площадь: 40м/кв. Этаж: 4

Расположение:
https://maps.app.goo.gl/K4jge6H9ZxnoAmei9 🗺

🎯 Сдача проекта конец 2024 года! (Корпус Макс)

Основные преимущества:

✅ Великолепный вид
✅ Ультра-современный дизайн
✅ Рядом пляж Найхарн

🪩 Комплекс со всей инфраструктурой
для беззаботного и комфортного проживания.
Супер отделка из современных материалов.

👌Агенты, добро пожаловать!

🥇Все документы подготовлены к продаже. 

Для консультации по квартире и записи на просмотр
(возможен онлайн показ) обращайтесь:

📞 +66990927448

* уточняйте цены (₽ и $) на текущую дату."
968945531,valeriiamiss,https://t.me/Baraholka_Phuket_ru,https://t.me/Baraholka_Phuket_ru/92472,"‼️ 🎄🏖ОТКРЫТО БРОНИРОВАНИЕ ВЫСОКИЙ СЕЗОН 24/25 (ноябрь-март)

🏡 TITLE RAWAI (юг острова)
🏡 TITLE NAIYANG RESIDENCIES (север острова)

✅аренда от официальной тайской компании, более 90 квартир в управлении 
✅принимаем резервы от 1 месяца
✅без комиссии внешних агентов и скрытых платежей
✅официальный договор, форма ТМ30 (регистрация)
🚫 с животными не разрешено правилами комплексов

🏡 TITLE RAWAI в 50 метрах от Равайской набережной 
     🏡 Студии 30м2
     🏡 1BR 35-50м2
     🏡 2BR 63-78м2

🏡 TITLE NAIYANG RESIDENCIES в 300 от пляжа Наянг
     🏡 1 BR 36-47м2
     🏡 2BR 61-85м2

В заявке просьба указывать:
✍️ количество гостей (взрослых и детей)
✍️ планируемые даты заезда-выезда
✍️ где желаете арендовать Наянг и/или Равай

В стоимость всегда включено:
✅уборка со сменой белья и полотенец 1 раз в месяц
✅финальная уборка
✅Wi-Fi
✅пользование всей инфраструктурой комплекса

Дополнительно оплачивается: 
☑️ свет и вода по счетчикам, сохранный депозит (возвращается при выезде)

☎️💬💬💬+66-63-626-9835"
968945531,valeriiamiss,https://t.me/phuket_buy_sell,https://t.me/phuket_buy_sell/231890,"‼️ 🎄🏖ОТКРЫТО БРОНИРОВАНИЕ ВЫСОКИЙ СЕЗОН 24/25 (ноябрь-март)

🏡 TITLE RAWAI (юг острова)
🏡 TITLE NAIYANG RESIDENCIES (север острова)

✅аренда от официальной тайской компании, более 90 квартир в управлении 
✅принимаем резервы от 1 месяца
✅без комиссии внешних агентов и скрытых платежей
✅официальный договор, форма ТМ30 (регистрация)
🚫 с животными не разрешено правилами комплексов

🏡 TITLE RAWAI в 50 метрах от Равайской набережной 
     🏡 Студии 30м2
     🏡 1BR 35-50м2
     🏡 2BR 63-78м2

🏡 TITLE NAIYANG RESIDENCIES в 300 от пляжа Наянг
     🏡 1 BR 36-47м2
     🏡 2BR 61-85м2

В заявке просьба указывать:
✍️ количество гостей (взрослых и детей)
✍️ планируемые даты заезда-выезда
✍️ где желаете арендовать Наянг и/или Равай

В стоимость всегда включено:
✅уборка со сменой белья и полотенец 1 раз в месяц
✅финальная уборка
✅Wi-Fi
✅пользование всей инфраструктурой комплекса

Дополнительно оплачивается: 
☑️ свет и вода по счетчикам, сохранный депозит (возвращается при выезде)

☎️💬💬💬+66-63-626-9835"
107359365,,https://t.me/thetitlenaiyang,https://t.me/thetitlenaiyang/38014,"Добрый день
Сниму апартаменты с 19.12 по 05.01 на 2 взр 1 реб 3 года, пляж карон Пхукет"
7074343286,realestatephuketisland,https://t.me/Baraholka_Phuket_ru,https://t.me/Baraholka_Phuket_ru/92485,"🌸 Новая квартира с выходом к бассейну

Цена: ฿6 300 000,00 (₽15 145 000, $171 140*)

Площадь: 41м/кв. Этаж: 1

Расположение:
https://maps.app.goo.gl/Di13ByLwaFTDGEZp9 🗺

Основные преимущества:

✅ Cвой выход в бассейн
✅ Комплекс сдан, все новое
✅ Современная управляющая компания
✅ Развитый и популярный район

🎯 Развитый и популярный район, большой и чистый пляж, мало волн.

🎯 На территории комплекса много бассейнов и зон отдыха, все в зелени. 

🎯 Современная управляющая компания, которая качественно обслуживает дома.

🎯 В квартире все новое, полностью всем укомплектованна. 

🥇Документы подготовлены к продаже. 

💰Так же квартиру можно купить дистанционно и сразу сдать в аренду. Предложение выгодное, успейте купить. 

Для консультации по квартире и записи на просмотр (возможен онлайн показ), обращайтесь:

📞 +66990927448

* уточняйте цены (₽ и $) на текущую дату."
7074343286,realestatephuketisland,https://t.me/phuket_buy_sell,https://t.me/phuket_buy_sell/231901,"🐠 Готовая квартира в успешном проекте, район Nayang

Цена: ฿4 250 000,00 (₽9 990 000, $115 790*)

Площадь: 36м/кв. Этаж: 6

Расположение:
https://maps.app.goo.gl/Di13ByLwaFTDGEZp9 🗺

👍 Готовность 100%! Фото реальной степени готовности.

🐚 Насыщенная инфраструктура комплекса, бассейны, рестораны, охрана 24/7, фитнес.

🏞 Апартаменты прекрасно подойдут для проживания или под сдачу в аренду.

Основные преимущества:

✅ Отличное благоустройство
✅ Есть вариант оплаты в рассрочку
✅ 3 бассейна + детская водная горка

🏞 Квартира может приносить постоянный доход от посуточной аренды. 

💰Так же квартиру можно купить дистанционно и сразу сдать в аренду. Предложение выгодное, успейте купить. 

💪 Агенты, добро пожаловать!

🥇Документы подготовлены! 

Для консультации по квартире и записи на просмотр (возможен онлайн показ), обращайтесь:

📞 +66990927448

* уточняйте цены (₽ и $) на текущую дату."
7074343286,realestatephuketisland,https://t.me/Baraholka_Phuket_ru,https://t.me/Baraholka_Phuket_ru/92560,"🍀Поступила в продажу готовая 1 спальная квартира с кухней гостиной, рядом с аэропортом.

Цена: ฿3 400 000,00 (₽8 200 000, $92 400*)

Площадь: 35 м/кв. Этаж: 4

Расположение: 
https://maps.app.goo.gl/uogvBUsw7M2m1HQs6 🗺

🏝Популярный район для отдыха или сдачи квартиры в аренду. 

Основные преимущества:

✅ Выгодная цена
✅ Популярная локация
✅ Жилой комплекс высокого качества

🗾Есть вся инфраструктура, до моря 500 метров. 

🪩Комплекс охраняемый, бассейны 
В квартире хороший ремонт. Квартира полностью обставлена мебелью и техникой. 

💰Сейчас самое лучшее время для покупки квартира под туристический сезон, что принесет доход.

🥇Наши юристы безопасно проведут сделку если необходимо, квартиру можно купить дистанционно.

Для консультации по квартире и записи на просмотр
(возможен онлайн показ), обращайтесь:

📞 +66990927448

* уточняйте цены (₽ и $) на текущую дату."
7074343286,realestatephuketisland,https://t.me/phuket_buy_sell,https://t.me/phuket_buy_sell/231974,"🏡 Новый Таунхаус с полной отделкой и мебелью рядом со школой BCIS

Цена: ฿5 500 000,00 (₽13 222 000, $149 400*)

Площадь: 152м/кв. Этажность: 2

Расположение:
https://maps.app.goo.gl/4WVc44AFw982YKJZA 🗺

Основные преимущества:

✅ Рядом Школа BCIS, магазины, аптеки
✅ Таунхаус новый
✅ Удобная транспортная доступность
✅ 3 пляжа в 25 минутах езды 

Удобная локация открывает массу возможностей.
Рядом магазины Лотус, Макро, до пляжей Ката, Карон, Найхарн 25 минут.
 
В доме сделан качественный ремонт, встраиваемая кухня и техника.
Идеальный вариант для круглогодичного проживания.

💡 Агенты добро пожаловать!

🥇Все документы подготовлены к продаже, напишите мне или позвоните и я организую просмотр. Могу сделать дистанционный показ. 

💰Так же таунхаус можно купить дистанционно и сразу сдать в аренду. Предложение выгодное, успейте купить. 

Для консультации и записи на просмотр
(возможен онлайн показ), обращайтесь:

📞 +66990927448

* уточняйте цены  (₽ и $) на текущую дату."
